date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-03-06,16.205,16.343332,16.116667,16.271667,16.046404,8242800.0,8242800.0,0.13334,0.411,32.48778,"March 06, 17",0.00411
2017-03-07,16.186666,16.271667,16.066668,16.126667,15.903411,7540800.0,7540800.0,-0.12,-0.371,32.31,"March 07, 17",-0.00371
2017-03-08,16.181667,16.238333,15.99,16.021667,15.799868,8508600.0,8508600.0,-0.32,-0.989,32.16667,"March 08, 17",-0.00989
2017-03-09,16.043333,16.155001,15.855,16.078333,15.855748,8944200.0,8944200.0,0.07,0.218,32.05889,"March 09, 17",0.00218
2017-03-10,16.308332,16.316668,16.026667,16.236668,16.01189,10404600.0,10404600.0,-0.14333,-0.439,32.38667,"March 10, 17",-0.00439
2017-03-13,16.233334,16.276667,16.153334,16.261667,16.036547,5397000.0,5397000.0,0.05667,0.175,32.46111,"March 13, 17",0.00175
2017-03-14,16.139999,16.153334,15.936667,16.094999,15.872184,10797600.0,10797600.0,-0.09,-0.279,32.12333,"March 14, 17",-0.00279
2017-03-15,16.215,16.591667,16.158333,16.476667,16.248564,9540000.0,9540000.0,0.52334,1.614,32.81778,"March 15, 17",0.01614
2017-03-16,16.526667,16.546667,16.321667,16.411667,16.184465,9093600.0,9093600.0,-0.23,-0.696,32.85333,"March 16, 17",-0.00696
2017-03-17,16.466667,16.501667,16.303333,16.303333,16.077635,6909600.0,6909600.0,-0.32667,-0.992,32.73889,"March 17, 17",-0.00992
2017-03-20,16.303333,16.371668,16.16,16.256666,16.031612,6405000.0,6405000.0,-0.09334,-0.286,32.52555,"March 20, 17",-0.00286
2017-03-21,16.396667,16.424999,15.6,15.638333,15.42184,18525000.0,18525000.0,-1.51667,-4.625,31.77556,"March 21, 17",-0.04625
2017-03-22,15.63,15.8,15.486667,15.733333,15.515524,10142400.0,10142400.0,0.20667,0.661,31.34667,"March 22, 17",0.00661
